username,prediction.homeTeam,prediction.awayTeam,round,date,pointsEarned,homeTeam,awayTeam,actualHome,actualAway,roundPoints,totalPoints
heraldo,1,1,19,2025-08-09T18:14:06.000Z,0,Bragantino,Internacional,1,3,20,20
heraldo,1,2,19,2025-08-09T18:14:18.000Z,5,Fortaleza,Botafogo,0,5,20,20
heraldo,2,1,19,2025-08-09T18:14:41.000Z,0,Bahia,Fluminense,3,3,20,20
antonio,2,0,19,2025-08-09T20:58:02.000Z,5,Flamengo,Mirassol,2,1,0,56
antonio,2,1,19,2025-08-09T20:58:47.000Z,5,São Paulo,Vitória,2,0,0,56
antonio,1,0,19,2025-08-09T21:00:15.000Z,0,Bragantino,Internacional,1,3,0,56
antonio,1,2,19,2025-08-09T21:00:27.000Z,5,Fortaleza,Botafogo,0,5,0,56
antonio,2,2,19,2025-08-09T21:01:32.000Z,5,Bahia,Fluminense,3,3,0,56
antonio,0,1,19,2025-08-09T21:02:00.000Z,0,Vasco,Atlético‑MG,1,1,0,56
antonio,1,0,19,2025-08-09T21:02:18.000Z,5,Palmeiras,Ceará,2,1,0,56
antonio,1,2,19,2025-08-09T21:02:26.000Z,11,Cruzeiro,Santos,1,2,0,56
antonio,2,0,19,2025-08-09T21:02:40.000Z,0,Grêmio,Sport,0,1,0,56
antonio,1,1,19,2025-08-09T21:02:52.000Z,,Juventude,Corinthians,,,0,56
rafaelcarvalho,3,0,19,2025-08-09T21:28:23.000Z,5,Flamengo,Mirassol,2,1,30,30
rafaelcarvalho,3,0,19,2025-08-09T21:28:42.000Z,5,São Paulo,Vitória,2,0,30,30
rafaelcarvalho,0,2,19,2025-08-09T21:29:07.000Z,5,Bragantino,Internacional,1,3,30,30
rafaelcarvalho,1,2,19,2025-08-09T21:29:32.000Z,5,Fortaleza,Botafogo,0,5,30,30
rafaelcarvalho,0,2,19,2025-08-09T21:29:45.000Z,0,Bahia,Fluminense,3,3,30,30
rafaelcarvalho,0,1,19,2025-08-09T21:30:00.000Z,0,Vasco,Atlético‑MG,1,1,30,30
rafaelcarvalho,2,0,19,2025-08-09T21:30:13.000Z,5,Palmeiras,Ceará,2,1,30,30
rafaelcarvalho,0,2,19,2025-08-09T21:30:30.000Z,5,Cruzeiro,Santos,1,2,30,30
rafaelcarvalho,3,0,19,2025-08-09T21:30:41.000Z,0,Grêmio,Sport,0,1,30,30
rafaelcarvalho,2,0,19,2025-08-09T21:30:53.000Z,,Juventude,Corinthians,,,30,30
heraldo,2,1,19,2025-08-10T18:54:04.000Z,0,Vasco,Atlético‑MG,1,1,20,20
heraldo,3,1,19,2025-08-10T18:54:14.000Z,5,Palmeiras,Ceará,2,1,20,20
heraldo,2,1,19,2025-08-10T18:54:24.000Z,0,Cruzeiro,Santos,1,2,20,20
heraldo,1,0,19,2025-08-10T18:54:38.000Z,0,Grêmio,Sport,0,1,20,20
